Date,Title,Brief,Link
"November 22, 2021 2:29:25 am",Corporate India profit growth to stay strong for next 12-18 months,"These upgrades offset the downgrades in the earnings in the automobile, consumer staples and other discretionary sectors where revenues have been hit by input shortages and margins have been under pressure.",https://indianexpress.com/article/business/economy/corporate-india-profit-growth-to-stay-strong-for-next-12-18-months-7634614/
"November 21, 2021 4:10:51 am","Forex reserves fall for second week in a row, down $763 mn","In the preceding week ended November 5, the reserves decreased by $1.145 billion to $640.874 billion. They had touched a lifetime high of $642.453 billion in the week ended September 3.",https://indianexpress.com/article/business/economy/forex-reserves-fall-for-second-week-in-a-row-down-763-mn-7633417/
" November 21, 2021  1:17:38 am",EPFO board meet: Investment in AIFs on case-to-case basis; centralised database,"The decision was taken at the 229th meeting of the Employees' Provident Fund Organisation's apex decision-making body -- Central Board of Trustees (CBT), headed by Union Labour Minister Bhupender Yadav.",https://indianexpress.com/article/business/economy/epfo-advisory-body-fiac-to-take-call-on-investment-in-new-instruments-7632888/
"November 19, 2021 3:30:34 am","Digital lending: RBI panel pitches for tougher norms, separate law","According to the committee, digital lending apps should be subjected to a verification process by a nodal agency to be set up in consultation with stakeholders. It also proposed the setting up of a Self-Regulatory Organisation (SRO) covering the participants in the digital lending ecosystem.
",https://indianexpress.com/article/business/economy/rbi-panel-digital-lending-law-7630050/
"November 19, 2021 3:29:27 am",Economy to grow 7-7.5% next fiscal year: EAC-PM,"“Looking beyond the current year, 2021-22, EAC-PM members were optimistic about real and nominal growth prospects in 2022-23. Other than an element of he base effect, the contact intensive sectors and construction should recover in 2022-23,” Economic Advisory Council to the Prime Minister said.   
",https://indianexpress.com/article/business/economy/economy-growth-eac-pm-7630097/
" November 17, 2021  5:55:25 pm",New age industries will make a big difference in Indian economy: FM Nirmala Sitharaman,"FM Sitharaman CII Global Economic Policy Summit 2021: Finance Minister Nirmala Sitharaman also urged India Inc to be a lot more risk-taking, build capacity and understand what India is looking for.",https://indianexpress.com/article/business/economy/finance-minister-nirmala-sitharaman-cii-global-economic-policy-summit-2021-key-takeaways-7627448/
"November 17, 2021 1:15:16 am",Fitch retains rating with negative outlook on ‘higher debt levels’,"Last month, Moody’s Investors Service had affirmed India’s sovereign rating and upgraded its outlook to ‘stable’, from ‘negative’ citing receding downside risks to economy and financial system.",https://indianexpress.com/article/business/economy/fitch-retains-rating-with-negative-outlook-on-higher-debt-levels-7626356/
" November 17, 2021  1:09:43 am","Festive boost, pent-up demand helping recovery take hold: Shaktikanta Das","According to Das, there are signs that consumption demand triggered by the festive season is making a strong comeback. “This would encourage firms to expand capacity and boost employment and investment amidst congenial financial conditions,” he said.",https://indianexpress.com/article/business/economy/rbi-governor-shaktikanta-das-sbi-banking-economics-conclave-key-announcements-7625320/
"November 15, 2021 1:06:33 am",FTAs to help provide more market access to Indian goods: Piyush Goyal,"Goyal said that talks for free trade agreements are going on with Australia, UAE, GCC (Gulf Cooperation Council), European Union, Israel and the UK.",https://indianexpress.com/article/business/economy/ftas-to-help-provide-more-market-access-to-indian-goods-piyush-goyal-7622814/
"November 15, 2021 1:00:20 am",Future Retail to CCI: Amazon misled regulator,"In the latest letter, the independent directors of Future Retail alleged that Amazon’s representation that it does not have any direct or indirect shareholding in FRL is contradicted by their own internal records.",https://indianexpress.com/article/business/economy/future-retail-to-cci-amazon-misled-regulator-7622813/
"November 15, 2021 12:47:45 am","India Inc earnings: Upgrades aplenty, but margins a concern","The concerns are the shortage of key components plaguing the auto sector, the rising cost of energy, input inflation in general and the high attrition at IT firms. ",https://indianexpress.com/article/business/economy/india-inc-earnings-upgrades-aplenty-but-margins-a-concern-7622798/
" November 15, 2021  12:37:25 am",Sebi Chairman cautions investors against ‘lure of unrealistic returns’,"“Investors should be careful against getting carried away by the lure of unrealistic returns in the securities market,” Sebi Chairman Ajay Tyagi said",https://indianexpress.com/article/business/economy/sebi-chairman-cautions-investors-against-lure-of-unrealistic-returns-7622791/
" November 15, 2021  8:13:30 am","Container issue taken up, will address it: Sarbananda Sonowal","During a day-long visit to JNPT here, Sonowal also said a committee under the Additional Secretary in the Ministry of Ports, Shipping and Waterways, with representatives from other related ministries, is looking into the matter.",https://indianexpress.com/article/business/economy/sarbananda-sonowal-container-shortage-export-import-7621634/
"November 14, 2021 4:02:12 am","Fall in currency, gold assets pulls down forex reserves by $1.1 billion","In the preceding week ended October 29, the foreign exchange — or forex — reserves had reported a strong growth of $1.919 billion to reach $642.019 billion, in touching distance of the record level of $642.453 billion seen in the week ended September 3.",https://indianexpress.com/article/business/economy/fall-in-currency-forex-reserves-gold-assets-indian-economy-7621631/
"November 13, 2021 6:13:30 am","Vodafone Idea loss narrows to 7,132 crore","The company’s consolidated revenue from operations rose 2.8 per cent sequentially to Rs 9,406.4 crore for the quarter.",https://indianexpress.com/article/business/economy/vodafone-idea-loss-narrows-to-7132-crore-7620480/
" November 13, 2021  6:04:31 am",Earnings outlook gives Sensex a boost,Positive global cues led to a gap-up opening but profit-taking trimmed gains in the initial hours. ,https://indianexpress.com/article/business/economy/earnings-outlook-gives-sensex-a-boost-7620483/
" November 13, 2021  7:52:32 am","RBI asks banks to standardise NPAs only on full interest, principal payments","As per the central bank, some lending institutions upgrade accounts classified as NPAs to ‘standard’ asset category upon payment of only interest overdues and partial overdues. ",https://indianexpress.com/article/business/economy/rbi-asks-banks-to-standardise-npas-only-on-full-interest-principal-payments-7620469/
"November 13, 2021 5:34:54 am","PM Modi launches scheme for retail investors to buy, sell gilts directly","Narendra Modi said that the scheme offers a simple and safe way for middle class, small shopkeeper, senior citizens to get direct access for investment in the government securities market. ",https://indianexpress.com/article/business/economy/pm-modi-launches-scheme-for-retail-investors-to-buy-sell-gilts-directly-7620473/
" November 13, 2021  6:01:21 am",Our tax-to-GDP ratio doesn’t permit latitude for raised public outlays: NK Singh,"“Our tax-to-GDP ratio (at 16-17 per cent) does not permit the latitude for increased public outlays ... it has to go up substantially,” NK Singh said via a video link at a seminar organised by the National Council of Applied Economic Research.",https://indianexpress.com/article/business/economy/our-tax-to-gdp-ratio-doesnt-permit-latitude-for-raised-public-outlays-nk-singh-7620461/
" November 13, 2021  1:17:28 am",Retail inflation rises marginally to 4.48% in Oct; IIP grows 3.1% in Sept: Govt data,"CPI Inflation Rate October, IIP Growth Rate September 2021: The retail inflation, measured by the Consumer Price Index (CPI), slightly rose to 4.48 per cent in October. Separately, the factory output, measured in terms of Index of Industrial Production (IIP), grew by 3.1 per cent in September.",https://indianexpress.com/article/business/economy/india-cpi-retail-inflation-october-iip-factory-output-september-2021-mospi-government-data-7619691/
" November 13, 2021  5:28:18 am","FM-CMs meet on Monday: Capex, investment, state issues on the table",Finance Secretary T V Somanathan said the meeting comes in the backdrop of strong economic recovery post the two Covid waves. ,https://indianexpress.com/article/business/economy/finance-minister-nirmala-sitharaman-meeting-cm-state-fm-monday-7619595/
"November 9, 2021 2:56:56 am","EPFO board meeting: FY22 rate, investment options likely in focus",The agenda of the meeting is yet to be circulated. The investment committee will meet before the Board meeting.  ,https://indianexpress.com/article/business/economy/epfo-board-meeting-2022-interest-rate-7613881/
"November 8, 2021 3:57:09 am",Framework finalised: G-secs to ‘soon’ join global bond indices,"The Finance Ministry and the Reserve Bank of India (RBI) have worked out most requirements for overseas trading and settlement of Indian bonds, a senior government official said.",https://indianexpress.com/article/business/economy/government-securities-global-bond-indices-foreign-inflows-7611924/
